age,income,rent,food,transport,entertainment,shopping,education,misc,financial_literacy_score,saving_habit_score,total_expense,savings
25,59813,13845,10580,4207,1292,6810,7184,1690,7,7,45608,16478
25,61371,4570,5404,652,1750,4980,1778,3279,1,4,22413,41320
19,62598,9450,7642,5874,4493,4203,7868,2958,3,3,42488,20394
23,75776,9703,11965,1228,2944,7759,211,1481,10,1,35291,41611
24,87258,17898,2789,2779,2822,1241,5947,1918,4,6,35394,53181
19,55969,16389,8896,2052,4733,2734,3360,508,6,4,38672,18828
28,51912,17414,3494,4163,1850,2113,5768,3753,9,8,38555,18490
27,53374,2744,4751,4067,3330,4036,177,3614,9,6,22719,32860
19,87302,5514,11739,4771,6858,1057,3742,4203,6,6,37884,53296
27,77784,12871,8710,4844,2775,7930,6020,612,9,8,43762,39236
18,64882,15536,2820,3606,6750,6562,4269,1441,6,5,40984,26546
25,30928,2175,7140,5396,2706,1357,6108,1842,7,8,26724,8517
18,36274,18949,7138,1499,2417,2310,4850,1956,6,1,39119,-2595
26,49416,5217,11671,5521,5755,2856,622,1265,3,10,32907,18612
28,75998,17106,4369,1634,4334,4565,643,4826,1,2,37477,38413
23,44047,15696,6065,5242,2577,4006,30,3707,4,8,37323,10256
24,58356,11586,3463,3645,1621,4887,3,1179,1,1,26384,33554
27,52134,7802,3907,3215,1108,7830,4986,2962,10,5,31810,23177
24,82042,9034,8201,853,1268,7435,17,2594,1,5,29402,54685
27,66310,18263,9895,5893,1283,740,7162,1608,5,2,44844,21934
20,27363,11412,9825,5538,3429,5520,1361,2978,8,2,40063,-9755
19,59563,19331,5965,1802,2889,8412,4327,2640,1,1,45366,14352
26,45628,10776,11508,4582,667,1652,1825,4001,5,4,35011,13738
25,84672,13054,2181,4231,5279,4439,47,4000,8,6,33231,56029
29,61246,11812,8000,5121,3756,3074,6206,658,3,3,38627,23192
27,26161,13399,9245,1009,2979,3800,6413,1394,6,10,38239,-9030
24,17810,16963,11152,2037,4634,5337,3161,2295,7,4,45579,-25367
26,74860,12768,2989,677,1479,8867,2047,4713,10,8,33540,44669
21,86688,2531,11917,2876,2934,7447,7766,4752,8,2,40223,49909
21,80548,19615,8272,1300,4522,7401,288,4004,3,9,45402,38975
18,77363,19929,2706,3743,3316,1576,7248,4179,1,10,42697,38585
25,26162,13357,8652,4166,1290,834,169,756,10,6,29224,11
29,88535,3437,6847,1437,5337,6936,2943,2359,8,9,29296,62402
20,22219,7502,6330,3527,1974,2230,7839,2546,4,1,31948,-8510
24,85864,9608,3620,2520,3686,5755,6767,3015,2,4,34971,53269
29,18621,7566,6649,3282,4501,4353,4194,3246,1,7,33791,-12980
19,59433,10808,8596,4040,2948,2224,7026,3313,6,10,38955,22830
19,81188,6014,6681,2474,4174,1302,4778,920,1,9,26343,58193
24,69951,15613,10044,2018,3880,1411,4792,4973,6,1,42731,28146
23,51558,9399,5580,3169,1626,3567,7645,4263,8,1,35249,19275
20,30659,2931,10614,1758,2250,7521,2190,4417,3,3,31681,1029
26,49413,18777,6015,3610,4697,8687,305,3189,6,6,45280,6982
27,25435,4465,5196,1742,6526,4832,6515,1544,6,5,30820,-3406
23,68911,17623,8149,5836,5250,2515,3826,1599,5,5,44798,27518
27,43067,16008,6553,3253,3661,4159,5702,1289,3,9,40625,4362
27,84224,10817,6010,3175,3689,898,574,983,6,3,26146,61043
23,88225,7988,8665,4172,5922,4597,6725,3884,1,5,41953,48252
18,16379,9509,6646,919,1251,8569,6536,3067,4,7,36497,-17729
21,42624,14849,8090,1152,6136,515,7820,3727,8,2,42289,2778
27,72745,13071,5750,3371,1732,4874,5223,1704,6,7,35725,40783
23,66805,16081,11837,3745,6730,5970,1169,4799,4,1,50331,17726
23,27516,15228,4536,5409,6581,7013,3746,1062,6,7,43575,-13119
28,39843,13614,5259,1367,1358,2076,0,4528,1,2,28202,13370
29,20912,12301,8879,4708,4914,5674,6871,3543,3,7,46890,-24753
22,36514,4781,9438,3487,4360,5985,5244,3559,7,3,36854,1481
18,72032,12083,4511,673,5562,6415,4465,4137,1,5,37846,34181
25,43797,13374,4090,5606,5228,1807,7203,2351,2,9,39659,5356
22,21449,3639,6634,5232,4441,5032,241,2079,3,1,27298,-4890
29,16725,15838,2567,2059,5709,7606,7887,1856,4,6,43522,-25935
29,24304,10973,2120,4627,3199,6413,5073,3480,6,7,35885,-8948
29,88058,15982,8768,5092,5545,5274,3838,4656,9,10,49155,41870
22,28663,14884,10507,2742,2500,6714,3010,4526,1,9,44883,-14591
24,85320,12248,2620,5123,6013,553,7981,3632,4,4,38170,49589
21,27676,12515,6063,2988,6506,5995,2537,1339,4,9,37943,-7710
23,40192,4274,2453,2012,739,4142,4860,1543,6,1,20023,21087
21,39722,12830,4734,3271,2690,579,5284,4651,1,4,34039,7752
20,22446,4480,2958,2143,6338,6464,5063,1187,9,6,28633,-2647
24,19725,8799,2762,523,4714,6109,2169,1410,1,7,26486,-6285
25,72632,10547,11552,2837,5191,7703,2641,703,10,1,41174,33678
21,81945,16328,6335,3443,2515,7923,4093,1963,1,1,42600,39695
19,88741,14679,8520,4899,5870,785,3044,3617,3,9,41414,50370
29,31365,15928,4051,5226,662,8463,1835,3101,1,7,39266,-7423
27,80792,12659,8989,2216,5249,8466,1884,4017,4,9,43480,40048
20,79857,8104,10388,4633,849,727,5195,2555,7,5,32451,49616
18,30704,18547,9807,1244,530,2476,332,4423,9,9,37359,-3440
25,65575,14925,2260,4677,2638,2718,5005,513,4,5,32736,34416
20,44902,5381,8746,5737,2675,3816,3917,1293,6,6,31565,17195
29,16195,4064,7890,549,3326,2484,3762,2649,2,8,24724,-5700
27,68517,8589,8053,3549,4119,3964,6857,4320,7,9,39451,33155
24,49012,9447,3280,3242,5565,4223,4181,2304,8,10,32242,20762
27,26415,2339,2135,5725,1347,2845,776,4949,3,3,20116,8444
22,54534,7130,8099,4389,1291,7100,1495,2528,1,2,32032,22223
27,36686,9733,9877,2122,1008,1960,369,2517,2,5,27586,9791
22,43743,15110,4545,3897,5340,8013,6480,4898,2,6,48283,-2530
24,47161,7049,10560,2287,5335,5073,580,3787,6,8,34671,15604
26,76313,12318,5662,3855,6500,1708,7073,1259,7,4,38375,38955
29,17402,14633,8729,1513,6634,4295,1641,4360,5,1,41805,-23735
22,78190,17608,5454,653,4832,3008,5184,2141,10,4,38880,42385
18,67551,2638,6808,3401,6602,2167,1562,2312,1,10,25490,43261
27,28275,9709,10048,2814,6152,8239,5031,2316,5,8,44309,-14234
27,43182,7143,8520,3956,1512,7039,4487,2325,8,2,34982,11622
18,29915,3224,2544,2802,3524,7503,2053,3685,10,10,25335,10009
19,15909,16466,8216,4766,3570,7177,1844,1061,2,8,43100,-25995
23,80908,17279,9117,4513,1574,3912,5508,737,8,4,42640,41739
26,37620,14102,6599,1116,6468,8206,437,3633,6,2,40561,-1445
25,49112,6245,5423,3549,6442,4809,3188,1360,1,4,31016,20331
22,89051,11741,6805,5143,968,7040,6289,2707,10,1,40693,50524
18,17431,9407,6483,5804,2415,865,1990,3972,9,10,30936,-9031
24,77175,16790,8971,2425,4983,6411,3747,3149,8,7,46476,33872
22,47624,17642,9119,2957,5962,2721,3062,570,5,3,42033,8483
23,76264,11567,3097,2111,1235,772,5216,3416,4,4,27414,50613
24,46958,10859,8860,4741,5249,4121,3967,3988,1,3,41785,4701
20,16695,7768,7435,3609,6684,4142,3381,1735,2,8,34754,-15437
29,64932,19399,3943,3037,6105,5085,6305,962,5,3,44836,22581
27,59225,2335,3719,4857,5548,1101,7455,4300,5,7,29315,34159
20,16403,14953,7768,5745,6321,7978,4658,4724,8,2,52147,-32455
22,89391,17330,10482,2127,3356,826,1666,1613,5,10,37400,53992
23,53636,18464,11166,4940,6176,4761,5113,3340,5,9,53960,2509
26,25839,4134,2414,2498,4977,3427,5885,551,3,6,23886,4722
29,80546,18641,11042,3426,595,2608,7508,1815,7,3,45635,38527
22,62829,2184,9105,1631,1411,2464,5644,2684,6,8,25123,42123
18,24230,18506,4728,2492,5382,4959,4615,3668,5,8,44350,-17305
21,66977,10056,9203,1013,4888,5801,3499,2709,2,6,37169,32834
22,55232,9263,6641,5540,3806,2254,2461,2656,4,4,32621,25103
29,40651,15191,2741,1212,4936,2581,5383,4465,3,3,36509,6013
27,54963,5514,2591,3661,1218,6781,825,3732,7,9,24322,33975
27,70872,8077,2749,714,3504,8365,891,3856,9,5,28156,45346
22,28739,19778,4219,5938,1873,2575,3418,4505,3,4,42306,-12218
24,78294,4352,11029,1103,5555,4528,3430,1472,7,9,31469,51835
21,63356,17716,10725,4269,2928,4701,5255,1326,9,7,46920,18667
18,16789,11500,6460,5367,6510,1756,316,817,5,3,32726,-14349
22,34420,16992,9511,1169,4181,8887,1783,1266,8,6,43789,-7250
24,52606,12133,11965,1580,3309,6470,6606,2978,8,8,45041,10544
27,53640,8405,9508,5154,3719,4797,1021,4398,7,5,37002,20205
27,59135,18874,4653,1925,3113,2656,6068,2933,1,2,40222,20799
23,52067,19438,4570,2769,5564,6357,4294,1517,5,8,44509,10752
22,73420,19085,7748,974,6535,540,1099,4648,10,2,40629,34366
21,32357,4934,2264,1631,6626,3359,3953,3527,9,1,26294,6617
19,54851,16347,5595,1362,6170,2962,2467,2927,9,5,37830,19764
21,53262,15502,4034,1311,1004,2537,4965,2661,6,5,32014,22994
27,73643,15711,5202,4772,6465,2174,7530,3541,8,1,45395,30531
27,36534,15848,10573,986,6628,863,3677,4853,4,6,43428,-4891
20,47872,16426,11358,1191,2765,3018,5961,3050,9,7,43769,6333
27,22689,6695,2388,3608,6478,3553,3517,4387,2,9,30626,-5751
18,84103,18203,8197,3122,4560,2970,2450,1813,2,9,41315,44893
25,52412,17860,4071,767,3484,1078,6161,2204,7,2,35625,18002
22,62734,16097,10586,1284,3296,8527,1707,761,4,8,42258,24745
21,84930,16636,9840,4373,5944,6342,2416,1659,4,9,47210,40505
25,37228,10843,5256,3471,5431,1757,2707,2164,2,4,31629,8473
24,26319,18800,6019,2901,4426,7135,2561,1859,9,7,43701,-13249
19,21475,17573,8058,5409,4308,3472,29,2502,2,5,41351,-18164
18,29728,7566,8630,3841,988,5541,434,2769,9,1,29769,2785
29,44545,7999,4859,3571,6027,7174,1195,3540,5,10,34365,14866
28,76756,5866,4393,2816,2758,4485,3321,1475,5,8,25114,54262
21,83775,10937,8819,5865,3213,3488,5610,2046,7,2,39978,46849
25,53699,4002,8071,1701,4854,2024,46,2433,5,3,23131,31932
29,51821,18623,4050,5686,1750,6987,298,2263,6,5,39657,13828
19,45615,11047,5121,776,6618,6339,1546,4105,3,7,35552,13080
20,28746,17925,11116,5827,6213,8943,3541,2762,3,5,56327,-27099
29,37745,14707,6971,806,4460,6172,1449,914,3,10,35479,3916
18,16245,12790,9695,1130,1914,881,7442,1126,1,4,34978,-18456
18,39853,17301,5354,3085,1491,2304,4482,4534,3,2,38551,2898
20,42632,17596,6474,1637,6731,2487,5635,1152,4,1,41712,1101
28,27856,3353,5397,2681,899,5718,3554,1012,6,3,22614,8246
22,71893,12227,7417,2213,4904,3142,7022,4112,4,6,41037,34190
29,85641,17828,5768,1548,4555,523,5797,2944,3,9,38963,48236
20,83049,19063,8281,2083,4599,852,2760,1309,8,9,38947,47442
18,73182,10678,4981,3851,5792,6716,2503,3409,5,5,37930,36183
18,17801,14910,7521,5962,2067,4588,4257,4995,3,3,44300,-26447
25,54749,8864,5472,5408,4317,1270,3378,4399,4,3,33108,24259
27,88757,16716,4617,2334,2773,5253,2798,3221,4,7,37712,54409
28,70654,19868,7481,1451,6982,6069,1438,1002,3,7,44291,30163
29,86574,17150,8209,2532,5825,2247,4711,539,9,3,41213,48175
29,70381,19074,5499,1724,1625,5975,338,3510,4,10,37745,34505
19,73601,8125,8995,5945,6701,1121,5156,4944,8,7,40987,35517
20,30082,11204,9881,532,6400,518,3295,721,9,8,32551,1459
19,29648,4347,5592,596,5769,3841,1963,1965,7,3,24073,6695
20,15364,16743,10623,4858,3823,8226,6202,4135,3,5,54610,-36516
24,49568,5708,8054,5509,3103,2402,2923,4659,1,10,32358,20917
18,86494,12114,9272,3641,3999,5137,5339,1527,9,8,41029,50662
27,89632,2637,11304,3277,2065,2440,2408,1979,4,7,26110,65259
25,22436,7866,6696,3778,1418,1706,2833,1541,3,1,25838,-2545
27,41754,5008,9546,671,5119,8337,6168,2406,7,2,37255,6131
27,75194,18251,8473,5353,5121,4580,1929,3329,10,6,47036,32983
27,39544,7600,7222,5521,1815,664,2500,3945,9,8,29267,15415
19,75180,13649,4449,5875,4619,7452,7374,3937,7,5,47355,31851
20,78295,13366,7802,1400,2154,1711,2072,4946,9,7,33451,49225
26,27638,13880,2544,5629,3958,3659,1107,2646,7,10,33423,-2421
24,80715,19783,8652,4866,2113,1995,2295,1397,8,7,41101,41877
21,84409,19889,8327,1241,741,2919,7415,3990,8,3,44522,40937
27,32157,10441,9058,5931,4798,8470,7218,4944,8,1,50860,-16962
22,60565,7320,4628,3114,4832,8184,7092,4409,2,6,39579,21411
19,84996,10727,5451,2422,1450,7704,1545,1076,2,5,30375,55150
28,80888,13724,10729,3197,3569,4714,2224,1744,2,9,39901,43066
25,71095,8443,3436,890,793,908,6268,3582,7,1,24320,48528
21,79947,15394,10087,1458,5706,862,165,689,8,5,34361,47751
26,85880,8952,8661,5170,4805,3940,6120,4454,10,3,42102,47657
22,19507,10649,5062,843,1287,5772,3419,4681,1,6,31713,-11550
26,58988,5369,2259,3981,2132,4918,125,3566,8,5,22350,38907
21,31865,9983,9551,2069,3573,1257,3440,3855,8,4,33728,81
27,42213,13888,6411,5997,4570,8391,881,1572,5,8,41710,2347
22,70954,7635,6841,955,2776,8145,5933,1232,3,9,33517,39584
26,72450,6069,9961,943,5005,3251,7414,4160,1,9,36803,38092
25,19477,8251,2718,4792,3814,2291,4165,4194,4,1,30225,-8221
20,77222,13579,7196,3415,5558,7622,6137,2701,7,9,46208,34850
18,21533,7737,4727,2910,1991,2889,522,4740,7,4,25516,-1593
20,64395,11439,9546,3981,5053,5886,7250,2132,5,4,45287,21720
21,38396,4573,10652,1917,3101,8554,1423,1838,6,9,32058,9134
19,27755,2125,4854,1170,2760,8005,2719,1225,9,1,22858,8256
18,15865,11421,7200,5913,2331,8082,1409,3085,7,5,39441,-20003
24,26173,13403,6067,2784,6524,790,6118,2257,2,8,37943,-9929
25,73905,3306,11894,5056,885,8863,3129,3465,2,5,36598,38286
24,53097,4101,4977,5940,6031,800,3545,4939,2,8,30333,26111
22,48371,16681,5480,599,1027,8615,6996,1789,2,5,41187,7687
29,26254,2135,11933,3287,1911,7932,2981,981,5,2,31160,-2112
18,19018,9311,10221,907,3850,3666,3150,4236,10,2,35341,-14619
24,20192,19843,5493,1477,5585,2246,6328,904,5,8,41876,-19359
24,17015,2812,11173,3298,4697,5507,5196,4201,8,3,36884,-18327
26,83916,12130,2230,642,6208,843,1094,4506,5,2,27653,59080
20,43343,19254,9526,3576,889,528,1139,1216,8,1,36128,8893
26,84306,17227,7281,1219,1725,7736,4026,2357,6,4,41571,45367
18,20829,15760,3251,1959,4138,606,3256,3310,10,3,32280,-8645
18,49381,10826,7340,917,4292,6311,6466,4076,4,8,40228,11036
21,33263,15939,8889,1604,6011,6283,14,783,10,1,39523,-4330
26,68260,2668,3963,1044,1340,3860,6995,3273,4,5,23143,47531
23,58306,19677,5166,3788,1877,989,6585,623,3,10,38705,21571
28,73418,10460,3778,1272,6212,4260,1538,3973,9,6,31493,44599
20,15148,10673,10052,2193,6375,8648,5177,2055,5,1,45173,-28736
18,16754,5390,6870,1568,734,8969,7450,1855,8,9,32836,-13642
21,41745,11453,3147,4203,613,4576,6542,4040,4,2,34574,8287
29,87914,17904,4847,5834,6579,6459,4795,2861,3,4,49279,39868
26,70833,17396,5850,4723,3638,3195,4866,2469,6,7,42137,30523
20,35140,6334,5070,2073,1308,1177,7579,1109,6,9,24650,14453
29,89907,18285,2620,5472,5659,6311,1710,2613,6,3,42670,50134
26,75653,4235,2963,4293,2650,3901,2624,4840,2,10,25506,54454
24,76521,7019,9215,3153,910,2942,1460,2906,6,2,27605,50834
29,46075,2675,4142,1040,1818,1054,5011,625,5,8,16365,31669
21,45697,11873,11692,2711,4586,1662,5130,1231,5,9,38885,9613
20,69544,7587,9418,3196,6184,923,1816,2830,3,2,31954,38848
27,24795,7945,3326,2058,5403,2505,2238,4625,5,3,28100,-948
22,79555,6767,2121,630,2087,3363,5635,2121,10,6,22724,60866
22,67204,9004,6313,3243,1560,2512,6994,831,1,3,30457,36569
20,84754,9728,3076,5099,566,4809,3637,3315,1,6,30230,57016
29,79860,8609,3182,4320,6293,7081,6203,4980,7,6,40668,42493
26,66529,9131,2794,2731,2753,8147,4251,3811,10,3,33618,36852
21,26672,19696,11816,1325,840,7515,3209,2916,7,2,47317,-17587
28,69238,6099,6271,3218,6453,4371,5114,1268,9,8,32794,41372
22,50950,17859,10483,1522,4477,7249,6612,2168,9,7,50370,4706
21,26009,17582,9326,3101,5671,6511,1699,2829,7,9,46719,-15733
22,62096,19669,10682,5854,2973,2117,5711,2361,10,1,49367,13578
24,34544,13639,4808,4726,1455,2143,2976,2352,9,1,32099,3857
26,70728,7180,5428,1196,4804,6198,314,758,10,1,25878,47658
24,44381,19763,10825,1537,6133,1453,1708,4161,9,1,45580,292
22,40287,18192,5499,1313,2510,5925,5298,1031,3,5,39768,3844
27,79610,19029,4172,4337,2388,4747,5165,1965,4,2,41803,38574
27,83122,7412,7986,1158,868,7537,3468,927,1,4,29356,54947
24,83184,6652,5907,2927,2262,1408,4863,636,2,9,24655,62137
27,55081,8834,6699,1583,1493,6639,7516,4077,8,3,36841,19863
22,60312,6451,9081,3474,581,7099,6275,4185,9,8,37146,25648
20,87943,9084,7224,1683,1687,4929,3753,4700,9,9,33060,57537
24,67726,14862,5468,3124,876,6466,2458,4894,9,9,38148,32742
28,37211,16692,7760,5689,502,5034,135,4692,1,2,40504,-3680
28,44480,18748,2490,3232,1183,6740,4712,1311,8,8,38416,9205
19,62780,4655,6263,2497,3689,4989,813,1899,5,8,24805,40345
29,72138,9433,9769,2511,4227,4038,2951,4226,3,3,37155,36151
26,57503,3314,10950,1748,1263,8958,2008,4320,6,1,32561,25225
27,72893,16902,3197,4236,765,6518,2073,3059,4,1,36750,36347
27,61193,7272,3904,5765,2982,5817,6656,3434,1,4,35830,26392
29,76358,2218,7269,2913,3229,7708,6634,4589,3,9,34560,45376
18,37117,6703,3650,4843,1224,7068,7136,4779,2,9,35403,4115
23,74056,17994,5191,511,3340,7922,765,1724,1,2,37447,37431
24,73706,3539,2027,2510,5846,4039,3794,845,10,7,22600,55951
25,85429,15145,8260,4107,2923,3366,6076,1553,9,1,41430,46301
27,24476,19986,4750,1236,5881,4778,4563,4719,3,5,45913,-19031
26,70006,7064,4879,1009,2913,3046,2769,969,1,10,22649,51433
19,84918,15788,6357,1768,5362,2617,3673,3468,3,5,39033,48237
28,78155,19489,4832,4766,2975,2299,5158,1513,1,8,41032,40738
27,82321,13603,5109,5316,5627,8814,2952,3864,1,9,45285,39710
19,60798,4488,11652,3542,6549,891,4122,4668,9,3,35912,27825
22,45177,18411,7758,5410,1564,3798,197,3822,1,6,40960,6667
22,58013,10207,4921,1558,6497,5053,7059,4595,5,7,39890,20175
23,68450,14770,3433,4800,5721,3643,997,1396,5,6,34760,35037
20,62928,9977,6428,1389,5838,3059,4032,2769,1,9,33492,31781
25,60382,6661,9698,3452,2791,6572,6885,830,9,10,36889,28957
18,15760,6549,10111,3837,3392,1595,7695,4266,5,4,37445,-19619
23,39142,17029,5536,4181,5534,6394,6083,1080,2,1,45837,-6934
21,32290,6973,8863,3244,4898,4641,1346,1994,7,4,31959,3503
18,86035,10436,3181,5345,4965,5188,6165,4072,9,10,39352,51399
24,15364,12086,5405,2008,5446,5077,5192,3574,4,6,38788,-20383
26,71921,19740,5914,3837,2822,6028,1719,1403,5,6,41463,34144
21,34797,8964,11975,3533,6713,1698,3959,2404,9,3,39246,-3041
21,47535,16842,5722,2267,546,5250,440,3351,2,2,34418,14819
23,61300,3745,4642,1632,2664,8371,1973,1194,5,8,24221,39588
29,62176,14697,9577,1701,4161,6290,391,2001,6,9,38818,25846
20,31105,5879,5711,748,3064,3538,1670,668,3,10,21278,14353
29,22939,4267,4960,2395,3825,7330,1355,3645,10,10,27777,353
23,57029,11688,6830,5624,5427,8755,4096,1070,9,4,43490,15417
24,30863,17065,7458,5776,3166,549,6581,4113,10,3,44708,-12149
28,25447,12988,11771,729,1255,6679,5003,2636,8,10,41061,-11452
27,61940,6481,3619,3175,3744,2174,2255,1841,4,1,23289,40946
27,34642,2929,8138,1784,1952,2091,4109,4665,5,2,25668,10580
20,82643,9773,8680,3375,6679,4844,5341,3159,8,8,41851,43772
24,22928,5324,4340,820,1404,1233,2026,1499,10,6,16646,9281
20,63002,6587,11419,527,2954,6456,4339,4691,10,6,36973,30159
19,40017,2356,3728,3398,3987,3352,3730,1289,1,1,21840,19341
29,28313,17787,5585,1009,4560,967,1298,1898,8,8,33104,-849
27,16559,7499,2201,1140,6304,3308,1612,4948,6,6,27012,-8551
21,65893,5841,7985,5136,4263,8061,107,4105,7,4,35498,33854
29,30167,14122,8175,3750,1278,6059,1353,3415,4,3,38152,-7416
25,53598,15409,5160,4247,2290,3273,1646,896,6,6,32921,23501
26,22523,9059,3713,3219,6534,3357,4220,1989,10,3,32091,-5481
24,64777,2665,9872,4403,5427,3729,1116,2541,10,4,29753,37613
18,43439,12220,9839,5505,5692,3665,411,3637,4,10,40969,5461
20,28285,12774,8859,1811,2101,6409,3020,646,10,8,35620,-3254
29,25973,2553,2752,3836,5239,2009,236,1187,10,7,17812,12457
26,37694,15860,2114,1990,5008,4010,6903,4829,2,7,40714,-825
29,50774,9045,7341,1918,4343,665,2702,1182,1,6,27196,24250
18,19302,11380,5980,1958,6767,4026,208,830,4,8,31149,-8898
26,37391,2149,8325,3959,4175,4503,5438,1690,7,9,30239,9765
25,19611,18373,4818,5404,4357,6014,7190,3553,8,1,49709,-29030
18,24372,15343,2468,3067,1505,1914,7594,4441,3,3,36332,-10120
23,39312,4853,2425,1837,3200,3653,4105,1762,3,8,21835,21340
22,29080,12128,10141,4192,731,7189,6051,702,5,1,41134,-11408
23,35874,14580,3575,5748,4153,8754,6911,4809,10,9,48530,-7696
27,77537,17254,2833,5109,5086,3249,5054,1789,10,1,40374,38233
29,88914,4736,6106,3581,6306,4474,3248,606,7,9,29057,64802
22,16597,2956,5703,846,2633,4357,2813,1794,4,7,21102,-468
23,26600,13440,3408,616,4336,4903,2337,3094,7,6,32134,-3027
22,18747,7180,5481,2958,2190,8172,5726,1524,2,9,33231,-13127
28,39815,10607,8185,1920,1723,2328,1830,2482,1,10,29075,12752
29,39714,13646,7821,2354,5470,8789,1951,1768,6,4,41799,-839
22,33890,16342,8844,3582,2703,8538,2127,1797,4,5,43933,-8945
21,76509,7013,8395,2131,1397,3955,3801,815,7,10,27507,53002
20,76824,2084,10795,2499,2369,8003,7888,4914,1,2,38552,40462
20,19725,3935,2212,2645,651,3137,2453,1052,1,3,16085,5448
21,58205,11608,8411,4877,1851,2524,3171,3269,5,7,35711,23764
26,35684,11262,6801,1306,671,5651,6562,1566,1,5,33819,3632
19,72911,13604,3758,2191,6024,3481,2070,2501,2,8,33629,42243
26,28092,11713,7780,3204,1929,1805,7960,3283,3,3,37674,-7539
18,54770,19885,10973,3935,5357,3601,2756,3865,1,3,50372,4703
18,40457,4473,3526,710,6317,7514,1413,1773,8,1,25726,16651
22,86667,2735,2840,2190,3933,7339,246,3236,2,1,22519,64770
23,77894,4838,3341,2277,3699,6184,5721,3759,2,2,29819,49768
23,76305,4562,3500,3647,2398,4474,4860,4466,8,7,27907,52534
20,27612,15440,10121,5942,1859,7615,6075,4950,7,9,52002,-21238
24,52089,5906,7559,2999,6373,3466,2533,1098,3,6,29934,24306
26,67137,3272,7926,1186,1192,5543,7685,811,5,5,27615,40844
28,15559,6836,10707,3170,6838,3720,5138,4287,3,4,40696,-24672
29,81249,3862,9675,5566,6377,1599,3562,1969,5,4,32610,51690
27,52361,6226,11339,1429,599,5577,786,3176,9,7,29132,26149
25,30261,14610,8457,4613,6183,4152,5229,3121,3,1,46365,-16397
23,35372,11014,5256,1814,3942,5144,7022,2205,3,6,36397,2155
29,70355,18926,4594,3333,3549,6704,5726,4457,1,1,47289,22999
25,72920,8209,5656,2273,5504,3702,5092,1679,5,4,32115,42354
29,47544,12270,11740,2745,2420,5497,6742,1287,3,10,42701,8280
22,15037,19268,4086,1685,927,7023,2443,853,3,6,36285,-19125
25,58032,5649,5155,2964,1086,2362,5132,4614,4,2,26962,33276
27,56420,16126,9188,883,3467,6990,341,1885,2,5,38880,17925
29,49600,18073,8396,5490,3704,8109,4017,4003,2,10,51792,67
21,63285,5666,2978,4423,755,4458,4802,4049,8,4,27131,39577
27,77008,15357,5047,2021,1973,4508,6731,1973,3,3,37610,41164
25,20167,17448,4589,1479,1220,2476,5860,1283,4,10,34355,-11774
27,15432,11913,4006,4677,2500,6970,1182,2444,2,6,33692,-15344
29,84687,10566,8783,4110,3507,1153,5452,3004,5,7,36575,50451
19,86947,17605,7942,3770,6274,5993,1046,1425,9,2,44055,46415
29,65903,2557,4599,2453,3127,6786,1020,3580,9,6,24122,44493
